vehicle_id,company,region,brand,area_name,composite_name,generation_year,generation_sales_name,sales_geo_area,body_type,body_type_sales_name,model_code,version_year,version_sales_name,vehicle_platform,market_segment,type_name,type_code_,door_count,energy_type,steering_position_type,steering_box_type,power_transoutput_type,output_power_kw,output_power_hp,sales_horse_power_hp,capacity,feature_configuration,start_of_production_from,end_of_production_to,start_of_sales_from,end_of_sales_to,emission_standard,gross_vehicle_weight,co2_emission_from_kg,co2_emission_to_kg,power_train_type,drive_type,drive_type_sales_name,catalyst_type,voltage_type,gearbox,engine,brake_type,brake_disc_thickness,brake_outer_diameter,rim_measurement_type,suspension_type,wheel_suspension_type,wheel_count_type,brake_name,brake_system_type,engine_reference,additional_code_engine,engine_sales_name,catalogue_display_code,aspiration_type,aspiration_intercooler,gearbox_reference,additional_code_gearbox,gearbox_sales_name,source_url_1,source_url_2,source_url_3
GBAAPG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback 30 TFSI S tronic,2024,,,Sportback,,,,,,,30 TFSI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,85,116,,85 kW,,,,,,,"1,680 kg",125,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBAAHG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback 35 TFSI S tronic,2024,,,Sportback,,,,,,,35 TFSI,,,,Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung,,,110,150,,110 kW,,,,,,,"1,710 kg",125,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBABU42_2024,AUDI AG,DE,Audi,A1,A1 Sportback advanced 25 TFSI Schaltgetriebe,2024,,,Sportback,,,,,,,advanced 25 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,70,95,,70 kW,,,,,,,"1,630 kg",123,129,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,5-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBABUG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback advanced 25 TFSI S tronic,2024,,,Sportback,,,,,,,advanced 25 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,70,95,,70 kW,,,,,,,"1,675 kg",126,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBABPC2_2024,AUDI AG,DE,Audi,A1,A1 Sportback advanced 30 TFSI Schaltgetriebe,2024,,,Sportback,,,,,,,advanced 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,85,116,,85 kW,,,,,,,"1,660 kg",124,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBABPG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback advanced 30 TFSI S tronic,2024,,,Sportback,,,,,,,advanced 30 TFSI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,85,116,,85 kW,,,,,,,"1,680 kg",127,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBABHG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback advanced 35 TFSI S tronic,2024,,,Sportback,,,,,,,advanced 35 TFSI,,,,Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung,,,110,150,,110 kW,,,,,,,"1,710 kg",126,130,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACU42_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 25 TFSI Schaltgetriebe,2024,,,Sportback,,,,,,,S line 25 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,70,95,,70 kW,,,,,,,"1,630 kg",124,129,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,5-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACUG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 25 TFSI S tronic,2024,,,Sportback,,,,,,,S line 25 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,70,95,,70 kW,,,,,,,"1,675 kg",127,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACPC2_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 30 TFSI Schaltgetriebe,2024,,,Sportback,,,,,,,S line 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,85,116,,85 kW,,,,,,,"1,660 kg",125,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACPG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 30 TFSI S tronic,2024,,,Sportback,,,,,,,S line 30 TFSI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,85,116,,85 kW,,,,,,,"1,680 kg",127,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-3-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACHG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 35 TFSI S tronic,2024,,,Sportback,,,,,,,S line 35 TFSI,,,,Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung,,,110,150,,110 kW,,,,,,,"1,710 kg",127,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
GBACFG2_2024,AUDI AG,DE,Audi,A1,A1 Sportback S line 40 TFSI S tronic,2024,,,Sportback,,,,,,,S line 40 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 10,6 m",,,152,207,,152 kW,,,,,,,"1,775 kg",146,149,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.engine_compare.GBAAU42_2024.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.modelsinfo.mv-502.30.751673.json,https://www.audi.de/de/brand/de/neuwagen/a1/a1-sportback.carinfo.mv-502.30.751673.json
8YJ0RG2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TDI S tronic,2025,,,allstreet,,,,,,,35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 kW,,,,,,,"1,960 kg",131,141,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Ladeluftkühlung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-502.47.755779.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-502.47.755779.json
8YJ0YC2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TFSI Schaltgetriebe,2025,,,allstreet,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 kW,,,,,,,"1,845 kg",131,140,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-502.47.755779.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-502.47.755779.json
8YJ0YG2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TFSI S tronic,2025,,,allstreet,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 kW,,,,,,,"1,880 kg",123,133,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-502.47.755779.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-502.47.755779.json
4A5SPA0_2025,AUDI AG,DE,Audi,S6,S6 Avant TDI TDI quattro tiptronic,2025,,,Avant TDI,,,,,,,S6 Avant  TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,253,344,,253 kW,,,,,,,"2,655 kg",186,195,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/s6-avant.engine_infolayer.4A5SPA0_2025.html,https://www.audi.de/de/brand/de/neuwagen/a6/s6-avant.modelsinfo.mv-502.16.671065.json,https://www.audi.de/de/brand/de/neuwagen/a6/s6-avant.carinfo.mv-502.16.671065.json
4A2SPA0_2025,AUDI AG,DE,Audi,S6,S6 Limousine TDI  TDI quattro tiptronic,2025,,,Limousine TDI ,,,,,,,S6 Limousine  TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,253,344,,253 kW,,,,,,,"2,590 kg",182,191,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.engine_infolayer.4A2SPA0_2025.html,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.modelsinfo.mv-502.78.648016.json,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.carinfo.mv-502.78.648016.json
4KA0IG0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 40 TDI S tronic,2025,,,Sportback,,,,,,,40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,2 m",,,150,204,,150 kW,,,,,,,"2,315 kg",138,160,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
4KA0IY0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 40 TDI quattro S tronic,2025,,,Sportback,,,,,,,40 TDI quattro,,,,Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 kW,,,,,,,"2,435 kg",143,166,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
4KA0JY0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 45 TDI quattro S tronic,2025,,,Sportback,,,,,,,45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,2 m",,,180,245,,180 kW,,,,,,,"2,535 kg",164,184,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
4KA03G0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 45 TFSI S tronic,2025,,,Sportback,,,,,,,45 TFSI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,2 m",,,195,265,,195 kW,,,,,,,"2,310 kg",160,184,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
4KA03Y0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 45 TFSI quattro S tronic,2025,,,Sportback,,,,,,,45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,2 m",,,195,265,,195 kW,,,,,,,"2,385 kg",168,190,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
4KA0LA0_2025,AUDI AG,DE,Audi,A7,A7 Sportback 50 TDI quattro tiptronic,2025,,,Sportback,,,,,,,50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,2 m",,,210,286,,210 kW,,,,,,,"2,535 kg",167,184,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.engine_compare.4KA0IG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.modelsinfo.mv-502.64.774413.json,https://www.audi.de/de/brand/de/neuwagen/a7/a7-sportback.carinfo.mv-502.64.774413.json
